user_id,variant,visit_date,device,channel,country,session_seconds,clicked,converted,revenue
U001109,A,2026-01-09,mobile,paid_search,NL,689,0,0,0.0
U001110,A,2025-12-21,desktop,paid_search,GB,254,0,0,0.0
U001111,A,2025-12-24,desktop,social,ZA,397,1,0,0.0
U001112,A,2026-01-28,mobile,paid_search,DE,103,0,0,0.0
U001113,B,2026-01-06,tablet,paid_search,ZA,184,0,0,0.0
U001114,B,2026-01-02,mobile,email,FR,281,0,0,0.0
U001115,B,2026-01-02,mobile,social,ZA,597,0,0,0.0
U001116,A,2025-12-11,mobile,paid_search,NL,164,0,0,0.0
U001117,B,2026-01-19,desktop,referral,GB,756,0,0,0.0
U001118,A,2025-12-09,mobile,organic,NL,461,1,0,0.0
U001119,B,2025-12-16,mobile,paid_search,ZA,268,0,0,0.0
U001120,B,2025-12-10,desktop,organic,NL,202,1,0,0.0
U001121,B,2025-12-11,mobile,paid_search,GB,134,0,0,0.0
U001122,B,2025-12-17,desktop,paid_search,ES,330,1,0,0.0
U001123,A,2026-01-24,desktop,email,GB,733,0,0,0.0
U001124,B,2025-12-17,desktop,referral,ZA,716,0,0,0.0
U001125,B,2025-12-01,mobile,organic,GB,603,0,1,88.68
U001126,A,2025-12-06,mobile,paid_search,DE,529,1,0,0.0
U001127,B,2026-01-29,mobile,paid_search,GB,146,0,0,0.0
U001128,A,2026-01-17,mobile,organic,ZA,179,0,0,0.0
U001129,A,2026-01-06,mobile,paid_search,GB,465,0,0,0.0
U001130,A,2025-12-02,tablet,email,ZA,747,1,0,0.0
U001131,A,2026-01-25,desktop,social,GB,310,1,0,0.0
U001132,A,2026-01-18,mobile,organic,ES,513,0,0,0.0
U001133,A,2026-01-14,mobile,social,DE,10,0,0,0.0
U001134,A,2026-01-12,mobile,organic,DE,344,1,0,0.0
U001135,B,2026-01-01,desktop,organic,ES,499,0,1,107.41
U001136,B,2025-12-09,desktop,email,DE,178,0,0,0.0
U001137,A,2025-12-25,mobile,organic,ZA,610,0,0,0.0
U001138,A,2025-12-20,desktop,paid_search,NL,691,0,0,0.0
U001139,B,2026-01-03,tablet,organic,ES,526,0,0,0.0
U001140,A,2025-12-28,mobile,social,DE,427,0,0,0.0
U001141,B,2026-01-24,mobile,organic,NL,111,0,0,0.0
U001142,A,2026-01-01,desktop,email,DE,858,0,1,78.87
U001143,A,2025-12-15,desktop,paid_search,ZA,609,0,0,0.0
U001144,A,2026-01-22,desktop,social,GB,483,0,0,0.0
U001145,A,2026-01-23,desktop,social,DE,32,1,0,0.0
U001146,A,2026-01-22,mobile,email,ZA,307,0,0,0.0
U001147,B,2025-12-13,desktop,paid_search,ZA,731,0,0,0.0
U001148,B,2025-12-26,desktop,paid_search,GB,251,1,0,0.0
U001149,A,2026-01-18,desktop,organic,DE,406,1,1,23.59
U001150,B,2025-12-10,mobile,email,ES,213,0,0,0.0
U001151,A,2025-12-30,desktop,email,ZA,824,1,0,0.0
U001152,B,2026-01-21,desktop,email,DE,399,0,0,0.0
U001153,B,2025-12-07,mobile,referral,ZA,165,0,0,0.0
U001154,A,2026-01-01,desktop,social,ZA,124,0,0,0.0
U001155,B,2025-12-14,desktop,organic,ZA,531,1,1,56.67
U001156,B,2026-01-08,desktop,organic,ZA,466,0,0,0.0
U001157,A,2026-01-03,desktop,referral,ZA,148,1,0,0.0
U001158,A,2026-01-25,mobile,social,ZA,147,0,0,0.0
U001159,A,2025-12-18,mobile,referral,ZA,584,0,0,0.0
U001160,B,2025-12-28,mobile,paid_search,ZA,242,0,0,0.0
U001161,A,2025-12-26,mobile,social,DE,176,0,0,0.0
U001162,B,2025-12-28,mobile,organic,ZA,130,0,0,0.0
U001163,B,2025-12-24,desktop,social,GB,84,0,0,0.0
U001164,B,2026-01-11,tablet,paid_search,GB,210,0,0,0.0
U001165,A,2025-12-14,desktop,organic,FR,176,0,1,78.43
U001166,A,2026-01-20,mobile,organic,ZA,310,0,0,0.0
U001167,A,2025-12-18,desktop,referral,NL,199,0,0,0.0
U001168,B,2025-12-21,desktop,organic,ZA,618,1,0,0.0
U001169,A,2025-12-29,mobile,organic,GB,610,1,1,145.33
U001170,B,2025-12-01,desktop,organic,NL,466,0,0,0.0
U001171,A,2026-01-11,mobile,paid_search,NL,503,0,0,0.0
U001172,A,2026-01-05,desktop,paid_search,ZA,496,0,0,0.0
U001173,A,2025-12-24,tablet,organic,ZA,48,0,0,0.0
U001174,B,2025-12-28,mobile,organic,FR,397,0,0,0.0
U001175,A,2026-01-14,desktop,organic,FR,169,0,0,0.0
U001176,A,2026-01-09,desktop,organic,FR,265,0,0,0.0
U001177,B,2026-01-18,mobile,social,NL,644,0,0,0.0
U001178,A,2025-12-31,desktop,referral,ZA,572,1,0,0.0
U001179,B,2025-12-23,mobile,social,DE,226,1,0,0.0
U001180,A,2026-01-12,mobile,social,ZA,106,0,0,0.0
U001181,B,2026-01-24,mobile,referral,FR,691,1,0,0.0
U001182,B,2025-12-15,desktop,paid_search,GB,795,0,0,0.0
U001183,A,2025-12-11,desktop,referral,DE,172,0,0,0.0
U001184,A,2025-12-02,desktop,organic,ZA,794,0,0,0.0
U001185,B,2025-12-06,mobile,organic,GB,461,0,1,68.7
U001186,A,2026-01-11,mobile,referral,ZA,213,0,0,0.0
U001187,B,2026-01-01,mobile,organic,ZA,274,0,0,0.0
U001188,A,2025-12-03,mobile,organic,DE,302,0,0,0.0
U001189,B,2025-12-26,mobile,organic,NL,294,0,0,0.0
U001190,A,2026-01-10,mobile,paid_search,FR,159,0,0,0.0
U001191,A,2025-12-20,desktop,email,ZA,205,0,0,0.0
U001192,B,2026-01-12,mobile,organic,ZA,290,0,0,0.0
U001193,B,2025-12-01,mobile,referral,DE,520,0,0,0.0
U001194,A,2025-12-02,mobile,referral,NL,557,0,0,0.0
U001195,B,2025-12-07,mobile,email,GB,488,0,0,0.0
U001196,A,2025-12-01,desktop,organic,ZA,664,0,0,0.0
U001197,B,2025-12-08,mobile,paid_search,DE,243,0,0,0.0
U001198,A,2026-01-01,mobile,paid_search,FR,527,0,0,0.0
U001199,B,2025-12-25,desktop,referral,NL,664,0,0,0.0
U001200,A,2026-01-28,desktop,social,GB,499,0,0,0.0
U001201,B,2026-01-23,desktop,paid_search,GB,475,0,0,0.0
U001202,B,2025-12-30,desktop,paid_search,ZA,699,0,1,82.25
U001203,A,2025-12-14,mobile,paid_search,ZA,353,0,0,0.0
U001204,A,2025-12-17,mobile,social,FR,499,0,0,0.0
U001205,A,2026-01-16,mobile,paid_search,ZA,268,0,0,0.0
U001206,B,2026-01-10,mobile,paid_search,ES,345,0,0,0.0
U001207,A,2026-01-26,mobile,paid_search,DE,276,1,0,0.0
U001208,A,2025-12-06,mobile,referral,GB,207,0,0,0.0
U001209,A,2025-12-09,mobile,email,GB,485,0,0,0.0
U001210,B,2025-12-30,mobile,paid_search,ES,482,0,0,0.0
U001211,A,2025-12-16,mobile,organic,DE,599,0,1,155.22
U001212,A,2026-01-12,mobile,social,NL,488,1,0,0.0
U001213,B,2025-12-07,mobile,organic,ZA,513,0,0,0.0
U001214,A,2026-01-07,desktop,email,ZA,383,0,0,0.0
U001215,A,2026-01-27,desktop,social,ZA,430,0,0,0.0
U001216,A,2025-12-10,desktop,organic,ZA,272,0,0,0.0
U001217,A,2025-12-04,tablet,organic,GB,233,0,0,0.0
U001218,B,2026-01-13,mobile,email,ZA,290,1,1,165.29
U001219,A,2026-01-02,desktop,paid_search,GB,488,1,0,0.0
U001220,A,2025-12-18,mobile,email,ZA,540,1,0,0.0
U001221,A,2025-12-25,mobile,organic,DE,692,0,1,165.13
U001222,B,2025-12-30,desktop,paid_search,ZA,341,0,0,0.0
U001223,A,2026-01-15,mobile,paid_search,ZA,240,0,0,0.0
U001224,A,2026-01-24,desktop,organic,FR,410,1,0,0.0
U001225,A,2025-12-31,desktop,organic,FR,653,0,0,0.0
U001226,A,2026-01-07,mobile,paid_search,GB,89,0,0,0.0
U001227,A,2025-12-07,mobile,email,ZA,395,0,0,0.0
U001228,A,2026-01-27,desktop,email,GB,535,0,0,0.0
U001229,B,2025-12-05,mobile,organic,DE,50,0,0,0.0
U001230,B,2025-12-25,mobile,email,DE,292,0,0,0.0
U001231,A,2026-01-17,mobile,social,NL,211,0,0,0.0
U001232,B,2025-12-14,mobile,organic,ZA,437,0,0,0.0
U001233,A,2026-01-13,desktop,social,DE,572,0,0,0.0
U001234,A,2026-01-09,desktop,social,NL,552,0,0,0.0
U001235,A,2026-01-20,mobile,organic,GB,72,0,0,0.0
U001236,A,2026-01-30,mobile,social,GB,382,0,0,0.0
U001237,A,2026-01-04,mobile,social,ES,513,0,0,0.0
U001238,B,2025-12-08,mobile,referral,ES,688,1,0,0.0
U001239,A,2025-12-22,desktop,organic,ZA,471,0,1,106.89
U001240,B,2026-01-06,desktop,email,FR,179,0,0,0.0
U001241,B,2025-12-06,desktop,paid_search,ZA,129,0,0,0.0
U001242,A,2025-12-31,mobile,social,ES,38,1,0,0.0
U001243,A,2026-01-08,desktop,email,FR,722,0,0,0.0
U001244,A,2026-01-14,mobile,organic,GB,650,0,0,0.0
U001245,A,2025-12-28,desktop,organic,ZA,89,0,0,0.0
U001246,B,2026-01-04,mobile,referral,ZA,275,0,0,0.0
U001247,A,2025-12-12,mobile,organic,DE,270,0,0,0.0
U001248,A,2026-01-12,mobile,organic,ZA,576,0,0,0.0
U001249,B,2026-01-27,desktop,organic,FR,495,0,0,0.0
U001250,B,2025-12-18,mobile,paid_search,ZA,446,0,0,0.0
U001251,A,2025-12-14,desktop,social,GB,353,1,0,0.0
U001252,B,2025-12-03,tablet,email,DE,549,0,1,76.6
U001253,A,2026-01-22,tablet,organic,NL,454,1,0,0.0
U001254,A,2025-12-15,mobile,organic,GB,73,0,0,0.0
U001255,B,2026-01-29,mobile,paid_search,NL,383,0,1,154.37
U001256,B,2026-01-25,mobile,email,FR,131,0,0,0.0
U001257,B,2025-12-19,desktop,referral,GB,708,0,0,0.0
U001258,B,2025-12-30,desktop,referral,ZA,100,0,0,0.0
U001259,A,2025-12-16,desktop,organic,DE,167,0,0,0.0
U001260,A,2026-01-11,desktop,paid_search,ZA,726,0,0,0.0
U001261,A,2025-12-01,mobile,referral,GB,589,0,0,0.0
U001262,B,2025-12-18,desktop,paid_search,ES,577,0,0,0.0
U001263,B,2025-12-09,mobile,organic,NL,691,1,1,28.25
U001264,B,2026-01-25,mobile,organic,DE,253,1,0,0.0
U001265,A,2025-12-17,mobile,social,NL,571,0,0,0.0
U001266,A,2025-12-29,mobile,organic,ZA,604,0,0,0.0
U001267,A,2026-01-11,mobile,organic,ZA,641,0,0,0.0
U001268,A,2026-01-11,mobile,referral,ZA,51,0,0,0.0
U001269,B,2026-01-28,mobile,organic,ZA,340,0,0,0.0
U001270,B,2026-01-07,desktop,referral,GB,650,0,0,0.0
U001271,B,2026-01-11,mobile,organic,ES,249,0,0,0.0
U001272,B,2026-01-16,mobile,email,NL,606,0,0,0.0
U001273,B,2025-12-21,mobile,social,ZA,248,0,0,0.0
U001274,A,2025-12-30,mobile,referral,FR,475,0,0,0.0
U001275,A,2025-12-23,mobile,organic,GB,515,0,0,0.0
U001276,A,2026-01-06,desktop,referral,ES,352,0,0,0.0
U001277,B,2026-01-20,mobile,organic,ZA,451,0,0,0.0
U001278,A,2026-01-26,desktop,social,NL,70,0,0,0.0
U001279,B,2025-12-31,desktop,organic,ZA,494,0,0,0.0
U001280,A,2026-01-25,mobile,paid_search,GB,221,0,0,0.0
U001281,A,2025-12-22,desktop,social,DE,680,1,0,0.0
U001282,B,2026-01-28,mobile,paid_search,NL,397,0,0,0.0
U001283,B,2026-01-07,desktop,referral,ZA,132,0,0,0.0
U001284,A,2025-12-21,mobile,paid_search,DE,168,0,0,0.0
U001285,B,2026-01-27,mobile,paid_search,ES,373,0,0,0.0
U001286,B,2025-12-03,desktop,email,ES,426,0,0,0.0
U001287,A,2025-12-23,mobile,organic,ZA,469,0,0,0.0
U001288,B,2025-12-17,tablet,email,ES,379,1,0,0.0
U001289,B,2025-12-02,mobile,organic,NL,570,0,1,165.46
U001290,A,2025-12-14,mobile,referral,GB,475,0,0,0.0
U001291,A,2025-12-08,desktop,social,ZA,494,1,1,69.72
U001292,B,2025-12-23,desktop,email,ZA,227,0,0,0.0
U001293,B,2026-01-02,desktop,organic,DE,144,1,0,0.0
U001294,B,2025-12-13,desktop,email,NL,287,1,1,102.89
U001295,B,2026-01-13,mobile,paid_search,GB,294,0,0,0.0
U001296,B,2026-01-30,mobile,email,ZA,512,0,0,0.0
U001297,B,2025-12-03,mobile,organic,GB,617,0,0,0.0
U001298,B,2025-12-12,desktop,social,NL,595,0,0,0.0
U001299,A,2025-12-07,mobile,referral,NL,314,0,0,0.0
U001300,A,2025-12-28,mobile,paid_search,ZA,200,0,0,0.0
U001301,B,2025-12-31,desktop,social,DE,326,0,0,0.0
U001302,B,2025-12-27,mobile,email,ZA,437,0,0,0.0
U001303,A,2026-01-28,mobile,paid_search,ZA,696,0,0,0.0
U001304,B,2025-12-11,mobile,email,ZA,766,0,0,0.0
U001305,A,2026-01-16,mobile,organic,FR,361,0,0,0.0
U001306,B,2026-01-11,mobile,organic,DE,180,0,0,0.0
U001307,B,2025-12-19,desktop,social,ZA,266,0,1,27.07
U001308,B,2025-12-07,mobile,social,ZA,290,1,0,0.0
U001309,B,2025-12-03,mobile,organic,FR,691,0,0,0.0
U001310,B,2026-01-25,mobile,organic,FR,445,1,0,0.0
U001311,B,2026-01-28,mobile,email,FR,335,0,0,0.0
U001312,A,2026-01-17,mobile,organic,ZA,290,0,0,0.0
U001313,A,2025-12-28,mobile,referral,DE,514,0,0,0.0
U001314,B,2025-12-25,mobile,paid_search,GB,490,0,0,0.0
U001315,B,2025-12-02,mobile,organic,GB,596,1,0,0.0
U001316,A,2026-01-10,tablet,organic,ZA,568,0,0,0.0
U001317,B,2025-12-31,mobile,social,FR,49,0,0,0.0
U001318,A,2025-12-10,mobile,email,DE,99,0,0,0.0
U001319,B,2026-01-04,mobile,referral,ZA,492,0,0,0.0
U001320,B,2026-01-16,mobile,organic,FR,404,1,1,111.45
U001321,A,2025-12-13,mobile,referral,ZA,454,0,0,0.0
U001322,B,2025-12-09,desktop,paid_search,GB,443,0,0,0.0
U001323,B,2025-12-18,mobile,paid_search,GB,726,1,0,0.0
U001324,A,2026-01-09,tablet,organic,DE,542,0,0,0.0
U001325,B,2026-01-24,tablet,organic,FR,515,0,0,0.0
U001326,A,2025-12-01,mobile,organic,FR,570,0,0,0.0
U001327,B,2026-01-08,mobile,organic,DE,251,0,1,54.89
U001328,A,2026-01-28,desktop,paid_search,ZA,792,0,0,0.0
U001329,A,2026-01-07,mobile,email,ZA,401,1,0,0.0
U001330,B,2026-01-19,mobile,paid_search,NL,694,0,0,0.0
U001331,B,2026-01-28,mobile,organic,FR,241,1,0,0.0
U001332,A,2025-12-11,mobile,organic,ZA,73,0,0,0.0
U001333,A,2025-12-31,mobile,paid_search,ZA,663,0,0,0.0
U001334,A,2025-12-20,desktop,organic,ZA,696,0,0,0.0
U001335,B,2026-01-15,mobile,paid_search,GB,311,0,0,0.0
U001336,A,2025-12-02,desktop,social,FR,404,0,0,0.0
U001337,B,2025-12-13,mobile,organic,FR,30,0,0,0.0
U001338,A,2026-01-07,mobile,organic,GB,279,0,1,63.68
U001339,B,2026-01-11,mobile,organic,FR,279,0,1,120.47
U001340,A,2026-01-15,tablet,referral,DE,543,0,0,0.0
U001341,B,2026-01-21,mobile,organic,DE,176,0,0,0.0
U001342,B,2025-12-06,mobile,social,ZA,669,0,0,0.0
U001343,A,2026-01-24,mobile,paid_search,ZA,385,0,0,0.0
U001344,B,2026-01-03,mobile,email,GB,130,1,0,0.0
U001345,A,2025-12-18,mobile,paid_search,ZA,307,0,0,0.0
U001346,B,2026-01-30,mobile,organic,GB,369,0,0,0.0
U001347,A,2026-01-29,mobile,organic,ZA,108,0,0,0.0
U001348,B,2026-01-19,mobile,organic,DE,491,1,0,0.0
U001349,A,2026-01-23,desktop,referral,NL,224,1,0,0.0
U001350,A,2025-12-09,mobile,paid_search,NL,344,0,0,0.0
U001351,B,2025-12-17,mobile,organic,GB,677,0,0,0.0
U001352,B,2025-12-11,mobile,social,GB,534,0,0,0.0
U001353,A,2026-01-21,desktop,organic,ZA,635,0,0,0.0
U001354,A,2026-01-19,mobile,organic,ZA,138,0,0,0.0
U001355,A,2025-12-30,mobile,organic,GB,622,0,0,0.0
U001356,A,2025-12-23,desktop,organic,GB,435,0,0,0.0
U001357,B,2025-12-20,mobile,paid_search,FR,567,0,0,0.0
U001358,A,2025-12-26,mobile,organic,FR,635,0,0,0.0
U001359,A,2026-01-29,desktop,email,ES,675,0,0,0.0
U001360,B,2026-01-07,mobile,paid_search,ES,718,1,0,0.0
U001361,B,2025-12-09,desktop,social,ZA,141,0,0,0.0
U001362,A,2025-12-01,desktop,organic,ZA,374,0,0,0.0
U001363,A,2026-01-16,mobile,email,NL,443,0,0,0.0
U001364,A,2026-01-13,mobile,organic,GB,405,0,0,0.0
U001365,B,2025-12-07,mobile,organic,ES,429,0,0,0.0
U001366,B,2026-01-16,desktop,paid_search,DE,572,0,0,0.0
U001367,A,2026-01-08,mobile,organic,GB,533,0,0,0.0
U001368,B,2026-01-28,mobile,organic,GB,65,0,0,0.0
U001369,A,2026-01-11,mobile,organic,ZA,512,1,0,0.0
U001370,A,2025-12-11,mobile,paid_search,ZA,168,0,0,0.0
U001371,B,2026-01-21,desktop,organic,ZA,618,0,1,145.35
U001372,B,2025-12-28,desktop,organic,ZA,713,0,0,0.0
U001373,A,2025-12-24,desktop,email,NL,499,0,0,0.0
U001374,A,2026-01-13,mobile,organic,ES,624,0,0,0.0
U001375,B,2026-01-25,mobile,organic,ZA,144,0,0,0.0
U001376,A,2026-01-08,desktop,organic,ZA,356,0,0,0.0
U001377,A,2025-12-02,mobile,organic,ZA,134,0,1,138.19
U001378,A,2025-12-06,mobile,organic,ZA,525,0,0,0.0
U001379,B,2026-01-14,desktop,social,ES,608,1,0,0.0
U001380,A,2026-01-08,tablet,email,NL,531,0,0,0.0
U001381,A,2025-12-26,mobile,referral,ZA,688,0,0,0.0
U001382,B,2025-12-08,desktop,paid_search,ES,834,0,0,0.0
U001383,B,2025-12-24,mobile,organic,ES,301,0,0,0.0
U001384,A,2026-01-12,mobile,paid_search,ZA,365,1,0,0.0
U001385,B,2026-01-12,mobile,organic,DE,670,0,0,0.0
U001386,A,2025-12-21,mobile,paid_search,FR,721,0,0,0.0
U001387,A,2025-12-25,mobile,paid_search,ZA,411,0,0,0.0
U001388,B,2026-01-01,mobile,email,DE,372,1,0,0.0
U001389,B,2026-01-10,mobile,referral,ZA,562,0,0,0.0
U001390,A,2026-01-13,mobile,organic,DE,659,0,0,0.0
U001391,B,2025-12-02,desktop,organic,FR,338,0,0,0.0
U001392,B,2026-01-24,mobile,paid_search,ZA,226,0,0,0.0
U001393,B,2026-01-17,tablet,paid_search,GB,363,0,0,0.0
U001394,B,2026-01-12,desktop,referral,FR,439,0,0,0.0
U001395,B,2026-01-01,desktop,organic,ES,232,0,1,178.2
U001396,B,2026-01-11,mobile,social,GB,662,0,0,0.0
U001397,B,2026-01-09,mobile,paid_search,GB,198,0,0,0.0
U001398,A,2026-01-09,mobile,paid_search,GB,180,1,0,0.0
U001399,B,2025-12-25,mobile,social,NL,156,0,0,0.0
U001400,A,2026-01-29,desktop,organic,ZA,119,0,0,0.0
U001401,A,2026-01-08,mobile,organic,ZA,492,0,0,0.0
U001402,B,2025-12-22,desktop,social,ZA,125,0,0,0.0
U001403,B,2025-12-31,desktop,organic,GB,384,1,0,0.0
U001404,B,2026-01-04,desktop,paid_search,NL,218,0,0,0.0
U001405,A,2025-12-26,desktop,paid_search,DE,536,1,0,0.0
U001406,B,2026-01-18,desktop,email,GB,823,0,0,0.0
U001407,A,2025-12-07,mobile,email,GB,659,0,0,0.0
U001408,A,2025-12-29,mobile,paid_search,ZA,397,1,1,108.66
U001409,A,2026-01-26,mobile,organic,ZA,182,0,0,0.0
U001410,B,2026-01-13,mobile,email,FR,287,0,0,0.0
U001411,B,2025-12-02,desktop,paid_search,ZA,161,0,0,0.0
U001412,B,2025-12-26,mobile,social,ES,670,0,0,0.0
U001413,B,2025-12-25,desktop,paid_search,ZA,690,0,0,0.0
U001414,B,2025-12-05,mobile,organic,ZA,304,0,0,0.0
U001415,A,2025-12-13,mobile,paid_search,ES,119,0,0,0.0
U001416,A,2025-12-03,mobile,organic,ZA,88,0,0,0.0
U001417,B,2026-01-04,desktop,referral,ZA,696,0,0,0.0
U001418,B,2026-01-14,tablet,social,ZA,488,0,0,0.0
U001419,A,2026-01-17,mobile,social,ZA,122,0,0,0.0
U001420,A,2026-01-18,mobile,paid_search,DE,132,0,0,0.0
U001421,A,2025-12-29,mobile,organic,DE,240,0,0,0.0
U001422,A,2025-12-28,desktop,organic,NL,732,0,0,0.0
U001423,B,2025-12-01,mobile,paid_search,ZA,708,0,0,0.0
U001424,A,2026-01-11,mobile,social,ZA,266,0,0,0.0
U001425,A,2026-01-18,tablet,paid_search,ZA,662,1,1,93.58
U001426,A,2026-01-29,desktop,organic,DE,261,0,0,0.0
U001427,A,2026-01-02,mobile,email,GB,445,0,0,0.0
U001428,A,2025-12-13,desktop,social,NL,705,0,0,0.0
U001429,B,2026-01-20,mobile,email,ZA,389,0,0,0.0
U001430,A,2025-12-20,mobile,organic,FR,480,0,0,0.0
U001431,B,2025-12-01,desktop,paid_search,ES,507,0,1,162.51
U001432,A,2026-01-15,mobile,social,ZA,433,0,0,0.0
U001433,A,2025-12-14,desktop,paid_search,ZA,197,0,0,0.0
U001434,B,2025-12-31,tablet,referral,FR,460,0,0,0.0
U001435,B,2025-12-04,mobile,email,ZA,494,0,1,49.28
U001436,B,2025-12-21,tablet,email,NL,318,0,0,0.0
U001437,A,2025-12-21,mobile,email,ZA,640,0,0,0.0
U001438,B,2026-01-25,desktop,email,ZA,614,0,0,0.0
U001439,A,2025-12-15,mobile,organic,DE,285,0,0,0.0
U001440,A,2025-12-08,desktop,paid_search,NL,193,0,0,0.0
U001441,A,2025-12-28,tablet,referral,NL,398,0,0,0.0
U001442,B,2026-01-17,mobile,organic,DE,135,0,0,0.0
U001443,B,2025-12-06,mobile,paid_search,DE,244,0,0,0.0
U001444,A,2025-12-29,desktop,referral,ZA,397,0,0,0.0
U001445,A,2026-01-19,desktop,social,GB,119,0,0,0.0
U001446,A,2025-12-01,mobile,paid_search,ZA,342,0,0,0.0
U001447,A,2026-01-12,mobile,social,ES,601,0,0,0.0
U001448,A,2025-12-07,mobile,paid_search,NL,239,0,0,0.0
U001449,B,2026-01-29,mobile,organic,ZA,454,0,0,0.0
U001450,B,2026-01-19,mobile,organic,NL,470,1,0,0.0
U001451,A,2026-01-25,desktop,email,GB,654,1,0,0.0
U001452,B,2025-12-08,mobile,organic,ES,548,1,0,0.0
U001453,A,2026-01-01,desktop,organic,ES,499,0,0,0.0
U001454,B,2025-12-31,mobile,organic,GB,27,0,0,0.0
U001455,B,2025-12-07,mobile,referral,NL,464,0,0,0.0
U001456,A,2026-01-14,mobile,email,GB,544,0,0,0.0
U001457,B,2025-12-21,mobile,social,ZA,21,0,0,0.0
U001458,A,2025-12-03,mobile,social,NL,678,0,0,0.0
U001459,A,2025-12-12,mobile,paid_search,ZA,271,0,0,0.0
U001460,A,2026-01-01,mobile,paid_search,GB,390,0,0,0.0
U001461,A,2026-01-26,mobile,email,ZA,482,0,0,0.0
U001462,B,2025-12-11,mobile,organic,NL,114,0,0,0.0
U001463,B,2025-12-30,tablet,social,DE,169,1,0,0.0
U001464,B,2025-12-17,mobile,email,GB,773,0,0,0.0
U001465,B,2026-01-24,mobile,organic,GB,166,0,0,0.0
U001466,A,2025-12-26,mobile,paid_search,ZA,319,0,0,0.0
U001467,B,2025-12-30,desktop,paid_search,DE,400,0,0,0.0
U001468,B,2026-01-29,desktop,email,FR,768,0,1,155.94
U001469,B,2025-12-16,mobile,organic,DE,515,0,0,0.0
U001470,B,2026-01-06,mobile,referral,GB,289,0,0,0.0
U001471,A,2026-01-19,mobile,organic,ES,210,0,0,0.0
U001472,A,2026-01-05,mobile,organic,NL,551,0,0,0.0
U001473,A,2025-12-02,tablet,organic,ZA,505,1,0,0.0
U001474,A,2025-12-23,mobile,paid_search,ES,188,0,0,0.0
U001475,B,2026-01-02,mobile,social,ZA,25,0,0,0.0
U001476,B,2025-12-10,mobile,paid_search,ZA,631,0,0,0.0
U001477,B,2025-12-11,mobile,organic,ZA,669,0,0,0.0
U001478,B,2026-01-15,mobile,referral,DE,227,0,0,0.0
U001479,B,2025-12-19,mobile,paid_search,GB,586,0,0,0.0
U001480,A,2025-12-05,mobile,paid_search,ZA,743,0,1,89.94
U001481,A,2026-01-22,mobile,referral,ES,268,0,0,0.0
U001482,A,2026-01-07,mobile,social,ZA,294,0,0,0.0
U001483,B,2026-01-30,desktop,organic,ZA,373,1,1,81.4
U001484,A,2026-01-10,mobile,organic,GB,147,0,0,0.0
U001485,A,2026-01-26,tablet,social,ZA,330,0,0,0.0
U001486,B,2025-12-28,mobile,social,FR,500,0,0,0.0
U001487,B,2026-01-08,tablet,social,ZA,706,0,0,0.0
U001488,B,2025-12-18,desktop,email,ES,852,0,0,0.0
U001489,B,2025-12-06,mobile,email,GB,722,1,0,0.0
U001490,A,2026-01-19,desktop,paid_search,DE,774,0,0,0.0
U001491,A,2026-01-08,mobile,social,DE,84,0,0,0.0
U001492,A,2026-01-07,desktop,social,GB,495,0,0,0.0
U001493,A,2026-01-25,mobile,referral,NL,663,0,0,0.0
U001494,B,2025-12-14,mobile,organic,ES,121,0,0,0.0
U001495,A,2025-12-30,desktop,organic,NL,447,0,0,0.0
U001496,A,2025-12-04,mobile,email,DE,250,0,0,0.0
U001497,B,2026-01-17,mobile,organic,NL,531,0,0,0.0
U001498,B,2026-01-17,desktop,referral,ZA,375,0,1,99.11
U001499,B,2026-01-10,mobile,paid_search,ZA,581,0,0,0.0
U001500,A,2025-12-11,tablet,organic,ZA,644,0,0,0.0
U001501,B,2026-01-18,mobile,organic,DE,97,0,0,0.0
U001502,B,2026-01-26,desktop,social,ZA,409,0,0,0.0
U001503,A,2026-01-17,desktop,social,ZA,669,0,0,0.0
U001504,A,2026-01-05,mobile,referral,ZA,249,0,0,0.0
U001505,A,2025-12-15,mobile,social,ZA,308,0,0,0.0
U001506,A,2025-12-29,mobile,paid_search,DE,485,0,0,0.0
U001507,B,2026-01-26,desktop,paid_search,ZA,530,0,0,0.0
U001508,B,2025-12-21,mobile,organic,FR,349,0,0,0.0
U001509,A,2026-01-04,mobile,organic,ES,539,0,0,0.0
U001510,A,2026-01-22,desktop,email,FR,848,0,0,0.0
U001511,A,2026-01-09,mobile,paid_search,ZA,217,0,0,0.0
U001512,A,2025-12-23,mobile,email,ZA,430,0,0,0.0
U001513,A,2026-01-27,desktop,email,GB,303,0,0,0.0
U001514,B,2025-12-20,mobile,paid_search,NL,474,0,0,0.0
U001515,B,2026-01-25,mobile,paid_search,FR,481,1,0,0.0
U001516,B,2026-01-03,mobile,organic,ZA,635,0,0,0.0
U001517,B,2025-12-02,desktop,paid_search,ZA,224,0,0,0.0
U001518,A,2025-12-27,mobile,paid_search,NL,239,0,0,0.0
U001519,A,2025-12-17,mobile,organic,GB,252,0,0,0.0
U001520,A,2025-12-29,desktop,paid_search,ZA,768,1,0,0.0
U001521,A,2026-01-03,mobile,organic,ZA,601,0,0,0.0
U001522,B,2025-12-13,desktop,paid_search,DE,522,0,0,0.0
U001523,B,2026-01-27,mobile,social,FR,530,0,0,0.0
U001524,B,2026-01-29,mobile,referral,ES,339,0,0,0.0
